Year,Product,Rep,Type,North,South,East,West
2013,DS,GaFa,Mis,0.14,0,0,0.01
,Wii,Un,Mis,0.06,0,0,0
2011,Wii,GaFa,Sim,0.34,0,0,0.03
2010,DS,GaFa,Sim,0.85,0.01,0,0.07
2012,Wii,ZoGa,Rac,0.08,0,0,0.01
2002,PS,In,Pla,0.22,0.15,0,0.03
2003,PS,In,Adv,0.11,0.08,0,0.01
2000,PS,GTIn,Rac,0.01,0.01,0,0
2006,GBA,TH,Act,0.02,0.01,0,0
2006,PTwo,ViGa,Act,0.09,0.07,0,0.02
2006,XB,ViGa,Act,0.09,0.03,0,0
2006,GC,ViGa,Act,0.02,0.01,0,0
2005,XB,ElAr,Act,0.18,0.05,0,0.01
2012,Wii,De,Spo,0.13,0,0,0.01
2001,N64,Ub,Act,0.13,0.03,0,0
1999,PS,Ac,Pla,0.1,0.07,0,0.01
2005,GBA,EmIn,Puz,0.04,0.02,0,0
2008,DS,At,Puz,0.04,0,0,0
2009,PSP,RiStGa,Puz,0.03,0,0,0
2010,DS,RiStGa,Puz,0.03,0,0,0
1998,PS,AcEn,Puz,0.04,0.02,0,0
2013,PSP,IdFa,Adv,0,0,0.04,0
2006,XB,MiGaSt,Sho,0.62,0.18,0.01,0.03
2012,360,ElAr,Act,0.62,0.27,0,0.09
2012,PS3,ElAr,Act,0.54,0.28,0,0.13
2010,PTwo,FiGa,Spo,0.2,0.15,0,0.05
2010,Wii,FiGa,Spo,0.36,0.01,0,0.03
2010,PSP,FiGa,Spo,0.19,0,0,0.02
2013,360,FiGa,Spo,0.38,0.04,0,0.03
2013,PS3,FiGa,Spo,0.1,0.06,0,0.03
2014,3DS,CrEn,Spo,0.11,0,0,0.01
2013,Wii,GaEn,Spo,0.17,0,0,0.01
2003,PS,TH,Spo,0.06,0.04,0,0.01
2001,PS,TH,Spo,0.1,0.07,0,0.01
2002,N64,TH,Spo,0.05,0.01,0,0
2005,XB,UnIn,Fig,0.23,0.07,0,0.01
2018,PFour,FiGa,Adv,0.03,0.08,0,0.02
2018,One,FiGa,Adv,0.03,0.01,0,0
2008,XB,Ub,Sho,0.49,0.14,0,0.02
2008,PTwo,Ub,Sho,0.38,0.01,0,0.06
2011,PS3,Ub,Sho,0.44,0.34,0,0.15
2011,360,Ub,Sho,0.47,0.31,0,0.09
2011,PC,Ub,Sho,0,0.02,0,0
2015,PS3,Ub,Sho,0.01,0.05,0,0.02
,360,na,Sho,0.01,0,0,0
2008,PTwo,Ub,Sho,0.38,0.01,0,0.06
2008,XB,Ub,Sho,0.23,0.07,0,0.01
2011,Wii,Ub,Sho,0.11,0,0,0.01
2009,PSP,Ub,Sho,0.23,0.14,0,0.09
2010,DS,Ub,Sho,0.03,0,0,0
2020,PSV,IdFa,Act,0,0,0.01,0
2015,PSP,IdFa,Act,0,0,0.03,0
2016,PSP,IdFa,Adv,0,0,0.03,0
2010,PSP,KoDiEn,Sim,0.09,0,0,0.01
2006,XB,TH,Adv,0.01,0,0,0
2005,GBA,BAEn,Adv,0.04,0.02,0,0
2012,DS,Ub,Adv,0.07,0.09,0,0.02
2012,Wii,Ub,Adv,0.12,0.1,0,0.02
2000,PS,SoCoEn,Adv,0.03,0.02,0,0
2018,PFour,ReSo,Adv,0,0.06,0,0.01
2018,One,ReSo,Adv,0,0.01,0,0
2000,PS,KoDiEn,Act,0.03,0.02,0,0
2005,PTwo,TH,Mis,0.12,0.09,0,0.03
2005,GBA,TH,Mis,0.15,0.06,0,0
2014,360,BeSo,Sho,0.59,0.35,0.01,0.09
2014,PS3,BeSo,Sho,0.29,0.32,0.01,0.12
2014,PC,BeSo,Sho,0.06,0.09,0,0.03
2001,PS,At,Str,0.05,0.03,0,0.01
1983,2600,Ac,Mis,0.25,0.02,0,0
2001,PS,Co,Spo,0.02,1.13,0.01,0.1
2001,PS,KoDiEn,Spo,0,0,0.04,0
2005,PTwo,Ca,Rol,0.09,0.07,0,0.02
2003,PS,Ca,Rol,0.11,0.08,0.34,0.04
2000,PS,Ca,Rol,0.29,0.19,0.46,0.07
2008,PSP,Ca,Rol,0,0.03,0,0.01
1997,SNES,La,Rol,0,0,0.36,0
2004,GBA,Ub,Rol,0.14,0.05,0,0
2004,GBA,Ub,Rol,0.11,0.04,0.06,0
2002,PS,HaIn,Puz,0.06,0.04,0,0.01
2007,XB,ElAr,Adv,0.09,0.03,0,0
,2600,Se,Puz,0.2,0.01,0,0
2008,DS,D3,Puz,0.11,0,0,0.01
2014,PC,De,Sho,0.01,0,0,0
2000,PS,TH,Rac,0.08,0.05,0,0.01
2018,3DS,Ni,Rol,0.16,0.11,0.18,0.03
2015,3DS,Ni,Rol,0.5,0.32,0.49,0.07
2015,Wii,DiInSt,Act,0,0.02,0,0
2015,DS,DiInSt,Act,0,0.02,0,0
2012,Wii,SoGa,Act,0.05,0,0,0
2012,360,SoGa,Act,0.05,0.01,0,0
2009,PSP,SoCoEn,Rol,0,0,0.05,0
2009,PSP,SoCoEn,Rol,0.11,0,0,0
2009,DS,NaBaGa,Rol,0,0,0.02,0
2001,PS,Sq,Rol,0.25,0.17,0.65,0.07
2010,PTwo,TH,Sim,0.24,0.18,0,0.06
2010,Wii,TH,Sim,0.24,0.01,0,0.02
2011,DS,TH,Act,0.26,0,0,0.02
2007,GBA,TH,Mis,0.39,0.14,0,0.01
2008,PTwo,TH,Mis,0.19,0.15,0,0.05
2008,GC,TH,Mis,0.16,0.04,0,0.01
2011,DS,TH,Act,0.18,0.11,0,0.03
2011,PTwo,TH,Act,0.11,0.09,0,0.03
2011,Wii,TH,Act,0.19,0,0,0.02
2009,DS,TH,Adv,0.43,0.88,0,0.18
2009,GC,TH,Adv,0.17,0.04,0,0.01
2009,PTwo,TH,Adv,0.01,0.01,0,0
2011,DS,GaFa,Adv,0.24,0,0,0.02
2010,DS,GaFa,Adv,0.26,0,0,0.02
2011,Wii,GaFa,Mis,0.16,0,0,0.01
2011,DS,GaFa,Mis,0.03,0,0,0
2010,DS,TH,Adv,0.29,0.22,0,0.06
2005,GBA,Ub,Pla,0.1,0.04,0,0
2012,PSP,FaCo,Rol,0,0,0.02,0
2011,DS,EiIn,Puz,0.06,0.02,0,0.01
2011,DS,ElAr,Mis,0.11,0,0,0.01
2011,DS,ElAr,Mis,0.06,0,0,0.01
2012,PC,NaBaGa,Puz,0,0.01,0,0
1999,PS,CoJa,Adv,0.01,0.01,0,0
2011,DS,Ub,Mis,0.41,0.01,0,0.03
2008,DS,FiGa,Puz,0.14,0,0,0.01
2008,DS,FiGa,Puz,0.14,0,0,0.01
2010,DS,Se,Mis,0.12,0,0,0.01
2008,DS,Ni,Mis,4.75,9.26,4.16,2.05
2015,3DS,Ni,Puz,0.09,0,0,0.01
2008,DS,Ni,Puz,3.44,5.36,5.32,1.18
2012,PC,NuNo,Pla,0,0.02,0,0.01
1999,PS,JV,Sho,0.02,0.01,0,0
2004,GBA,TH,Spo,0.06,0.02,0,0
1983,2600,Ac,Fig,0.72,0.04,0,0.01
2003,PS,MiInEn,Fig,0.04,0.03,0,0
1998,PS,Ne,Fig,0,0,0.33,0.02
2009,PSP,NaBaGa,Act,0.03,0,0,0
2017,PFour,FoHoIn,Rol,0.07,0.08,0,0.04
2017,360,na,Rol,0,0.01,0,0
2010,DS,10St,Puz,0,0.03,0,0
2001,PS,KoDiEn,Spo,0.03,0.02,0,0
2000,PS,KoDiEn,Spo,0.01,0.01,0,0
1999,PS,KoDiEn,Spo,0.08,0.05,0,0.01
2002,N64,KoDiEn,Spo,0.37,0,0,0
2015,PC,DaEn,Adv,0,0.02,0,0
2017,360,TaIn,Sho,0.46,0.22,0.01,0.06
2017,PS3,TaIn,Sho,0.25,0.26,0.05,0.11
2017,PC,TaIn,Sho,0.11,0.15,0,0.03
2018,PFour,TaIn,Sho,0.36,0.32,0.03,0.14
2018,One,TaIn,Sho,0.24,0.13,0,0.04
2013,360,TaIn,Sho,0.1,0.02,0,0.01
2015,360,TaIn,Sho,1.89,0.91,0.04,0.24
2015,PS3,TaIn,Sho,1.05,0.77,0.1,0.36
2015,PC,TaIn,Sho,0.42,0.41,0,0.11
2017,PSV,TaIn,Sho,0.43,0.21,0.01,0.19
2012,360,TaIn,Sho,2.39,0.73,0.03,0.29
2012,PS3,TaIn,Sho,1.2,0.62,0,0.29
2012,PC,TaIn,Sho,0.01,0.14,0,0.04
2013,Wii,ZoGa,Act,0.03,0,0,0
2002,PS,SoGa,Fig,0.06,0.04,0,0.01
2012,Wii,ElAr,Puz,0.34,0.09,0,0.04
2011,Wii,ElAr,Puz,0.72,0.38,0,0.12
2009,PC,PoGa,Puz,0.01,0,0,0
2007,GBA,Un,Puz,0.02,0.01,0,0
2012,DS,PoGa,Puz,0.31,0.01,0,0.02
2015,PS3,SoCoEn,Act,0.13,0.4,0,0.16
2011,Wii,ElAr,Mis,0.2,0.02,0,0.02
2010,Wii,ElAr,Mis,0.43,0.03,0,0.04
2010,DS,ElAr,Mis,0.25,0,0,0.02
2010,PTwo,ElAr,Mis,0.09,0.07,0,0.02
2009,360,KoDiEn,Puz,0.04,0,0,0
2001,PS,SoCoEn,Puz,0.06,0.04,0.22,0.02
2004,GBA,Ac,Puz,0.1,0.04,0.1,0.01
2010,DS,RiStGa,Rol,0,0,0.02,0
2001,PS,ViIn,Puz,0.07,0.05,0,0.01
2005,GBA,ViGa,Puz,0.05,0.02,0,0
2005,GBA,ViGa,Puz,0.07,0.02,0,0
2010,DS,RiStGa,Puz,0.13,0,0.01,0.01
2009,DS,RiStGa,Puz,0.04,0,0.04,0
2003,PS,HuSo,Mis,0,0,0.15,0.01
2010,Wii,RiStGa,Mis,0.11,0.02,0.03,0.01
2010,PSP,HuEn,Mis,0.06,0,0,0.01
2005,GC,HuSo,Puz,0.06,0.02,0,0
1994,NES,HuSo,Puz,0.16,0.03,0.15,0.1
2001,N64,Ni,Pla,0.27,0.06,0.08,0.05
2005,GC,ViGa,Adv,0.15,0.04,0.06,0.01
2001,PS,ViIn,Rac,0.01,0.01,0,0
1999,SNES,HuSo,Sho,0,0,0.17,0
2002,N64,HuSo,Adv,0.05,0.01,0.11,0
2000,N64,HuSo,Puz,0.5,0.2,0.31,0.03
2011,DS,HuSo,Puz,0,0.01,0,0
2009,PSP,KoDiEn,Puz,0,0,0.01,0
1988,NES,HuSo,Puz,0.18,0,0.85,0
2008,DS,Ub,Puz,0.1,0.02,0.03,0.01
2009,PSP,KoDiEn,Puz,0.14,0,0,0.01
2011,Wii,HuEn,Puz,0,0,0.01,0
2005,PTwo,Ca,Puz,0.03,0.02,0,0.01
2011,DS,DiInSt,Adv,0.35,0.21,0,0.06
2011,Wii,DiInSt,Adv,0.19,0.31,0,0.06
2011,PTwo,DiInSt,Adv,0.09,0.02,0,0.16
2011,360,DiInSt,Adv,0.18,0.05,0,0.02
2011,PS3,DiInSt,Adv,0.12,0.05,0,0.02
2009,PSP,SoCoEn,Adv,0,0,0.1,0
2013,PSP,SoCoEn,Adv,0,0,0.07,0
2012,PSP,SoCoEn,Adv,0,0,0.19,0
2010,PS3,SoCoEn,Adv,0,0,0.08,0
2005,PTwo,SoCoEn,Adv,0,0,0.41,0
2003,PS,SoCoEn,Adv,0,0,0.37,0.03
2006,GBA,KoDiEn,Rol,0.1,0.04,0,0
2007,GBA,KoDiEn,Rol,0.03,0.01,0,0
2010,DS,IgEn,Puz,0.04,0,0,0
1999,PS,SoCoEn,Sim,0.05,0.04,0,0.01
2014,PS3,Co,Sho,0.05,0.06,0,0.02
2014,360,Co,Sho,0.07,0.03,0,0.01
2001,N64,GrInLt,Sho,0.16,0.04,0,0
2013,360,NaBaGa,Mis,0.1,0.08,0,0.02
2009,PTwo,VaGa,Spo,0.01,0.01,0,0
2005,GBA,HuSo,Act,0,0,0.03,0
2003,PS,TH,Act,0.31,0.21,0,0.04
2002,PS,Su,Mis,0.01,0.01,0,0
2008,GBA,DeSoIn,Mis,0.06,0.02,0,0
2005,PTwo,AcEn,Spo,0.07,0.06,0,0.02
2005,XB,AcEn,Spo,0.08,0.02,0,0
2005,GC,AcEn,Spo,0.05,0.01,0,0
2013,PS3,Ac,Rac,0.22,0.37,0.02,0.13
2013,360,Ac,Rac,0.25,0.28,0,0.06
2013,PC,Ac,Rac,0.01,0.04,0,0.01
2004,PS,TH,Mis,0.28,0.19,0,0.03
2003,N64,ViIn,Pla,0.04,0.01,0,0
2002,DC,Ac,Adv,0,0,0.1,0
2013,PSP,NiIcSo,Adv,0,0,0.04,0
2012,DS,NaBaGa,Rol,0.06,0,0.03,0
2011,DS,IgEn,Rol,0.12,0.04,0.05,0.01
2009,360,MiGaSt,Rol,0.3,0.33,0.21,0.08
1999,PCFX,NE,Rol,0,0,0.03,0
2006,PTwo,ZoDiPu,Sho,0.11,0.09,0,0.03
2006,XB,ZoDiPu,Sho,0.04,0.01,0,0
2005,GC,Ac,Fig,0.14,0.04,0,0
2002,PS,ViIn,Fig,0.25,0.17,0,0.03
2006,XB,HuSo,Fig,0.03,0.01,0,0
2006,PTwo,KoDiEn,Fig,0.05,0.04,0,0.01
2004,PTwo,ViIn,Fig,0.15,0.11,0.05,0.04
2000,PS,ViIn,Fig,0.22,0.15,0,0.03
2007,PTwo,TH,Sho,0.13,0.1,0,0.03
2007,XB,TH,Sho,0.11,0.03,0,0.01
2005,PTwo,UnIn,Sho,0.2,0.16,0,0.05
2005,XB,UnIn,Sho,0.16,0.05,0,0.01
2005,GC,UnIn,Sho,0.09,0.02,0,0
2018,PFour,SoCoEn,Act,1,0.76,0.26,0.36
2003,PTwo,SoCoEn,Adv,0,0,0.09,0
2007,PTwo,Se,Adv,0.02,0.02,0,0.01
2004,XB,MiGaSt,Sho,0.43,0.12,0,0.02
1999,PS,CrDy,Rol,0.25,0.17,0,0.03
2005,PTwo,EiIn,Act,0.19,0.15,0,0.05
2005,XB,EiIn,Act,0.14,0.04,0,0.01
2005,GC,EiIn,Act,0.04,0.01,0,0
2012,DS,SqEn,Rol,0,0,0.09,0
2013,360,Ac,Rac,0.09,0.01,0,0.01
2013,PS3,Ac,Rac,0.07,0,0,0
2013,PC,FoHoIn,Spo,0,0.01,0,0
2012,360,FoHoIn,Spo,0.13,0.03,0,0.01
2012,PC,FoHoIn,Spo,0.01,0.02,0,0.01
2009,PSP,MaEn,Puz,0.03,0,0,0
2011,Wii,Ac,Mis,0.14,0,0,0.01
1998,SNES,Po,Puz,0,0,0.05,0
2011,PC,AsEnGm,Str,0,0.01,0,0
2011,PS3,MiGa,Spo,0.11,0.03,0,0.02
2011,360,MiGa,Spo,0.08,0.01,0,0.01
2007,XB,MiGa,Spo,0.4,0.11,0,0.02
2008,PTwo,Un,Spo,0.74,0.03,0,0.12
2009,360,MiGa,Spo,0.15,0,0,0.01
2009,PSP,MiGa,Spo,0.09,0,0,0.01
2005,XB,MiGaSt,Pla,0.39,0.15,0,0.02
2007,XB,MiGaSt,Pla,0.12,0.03,0,0.01
2005,GBA,Un,Pla,0.02,0.01,0,0
2011,Wii,Se,Fig,0,0,0.06,0
2009,DS,Se,Fig,0.3,0.01,0.12,0.03
2011,DS,Se,Rol,0.1,0.02,0.07,0.01
2014,PS3,NiIcSo,Fig,0.27,0.11,0.07,0.05
2012,PSP,SoCoEn,Fig,0,0,0.03,0
2011,PSP,SoCoEn,Fig,0,0,0.05,0
2009,Wii,Se,Fig,0.22,0.01,0.08,0.02
2013,PSP,SoCoEn,Fig,0,0,0.08,0
2012,PSP,SoCoEn,Fig,0,0,0.09,0
2011,PSP,SoCoEn,Fig,0,0,0.08,0
2010,PSP,SoCoEn,Fig,0,0,0.08,0
2009,PSP,SoCoEn,Fig,0,0,0.07,0
2008,PSP,SoCoEn,Fig,0,0,0.09,0
2009,PTwo,SoCoEn,Rol,0,0,0.07,0
2008,PTwo,SoCoEn,Adv,0,0,0.08,0
2010,DS,Se,Fig,0,0,0.1,0
2010,DS,Se,Fig,0.12,0.02,0,0.01
2010,PTwo,SoCoEn,Fig,0,0,0.06,0
2009,PTwo,SoCoEn,Fig,0,0,0.05,0
2008,GC,Se,Fig,0,0,0.08,0
2012,DS,Se,Act,0,0,0.03,0
2012,PSP,IdFa,Rol,0.04,0,0.01,0
2009,PTwo,IdFa,Rol,0,0,0.02,0
1998,SAT,Se,Rol,0,0,0.3,0
1999,PS,CrDy,Adv,0.08,0.06,0,0.01
2009,PS3,Ub,Sim,0.35,0.22,0,0.1
2009,360,Ub,Sim,0.36,0.03,0,0.03
2009,XB,Ub,Sim,0.06,0.02,0,0
2009,PC,Ub,Sim,0.01,0,0,0
2010,Wii,Ub,Sim,0.74,0.04,0,0.06
2010,PS3,Ub,Sim,0.1,0.03,0,0.02
2010,360,Ub,Sim,0.11,0.02,0,0.01
2011,DS,Se,Rol,0,0,0.01,0
2013,PSP,St,Rol,0,0,0.03,0
2014,PSP,PQ,Fig,0.03,0.02,0.07,0.01
2014,3DS,PQ,Fig,0.05,0.01,0.04,0.01
2014,PSV,PQ,Fig,0.03,0.05,0.02,0.02
2014,PS3,PQ,Fig,0,0,0.09,0
2015,PSP,ArSyWo,Fig,0,0,0.01,0
2013,PS3,PQ,Fig,0.21,0.08,0.09,0.04
2013,360,PQ,Fig,0.23,0.04,0.02,0.02
2018,PFour,PQ,Act,0.07,0.03,0.02,0.02
2018,PSV,PQ,Act,0,0.05,0,0.01
2018,One,PQ,Act,0.05,0.01,0,0.01
2018,PS3,PQ,Act,0,0,0.04,0
2016,PS3,ArSyWo,Fig,0.13,0,0.14,0.02
2017,PSV,ArSyWo,Fig,0.06,0,0.03,0.02
2013,PSP,PQ,Fig,0.07,0.01,0.03,0.01
2012,PS3,PQ,Fig,0.36,0.1,0.06,0.06
2012,360,PQ,Fig,0.21,0.08,0.04,0.03
2013,PC,PQ,Fig,0,0.01,0,0
2001,PS,SoCoEn,Act,0.2,0.13,0,0.02
2003,PS,Su,Sho,0.14,0.1,0,0.02
2011,Wii,EiIn,Sho,0.09,0,0,0.01
2001,PS,Ps,Act,0.04,0.03,0,0
2004,PS,AcEn,Spo,0.03,0.02,0,0
2000,N64,Ni,Act,0.39,0.09,0.17,0.06
1999,PS,Ac,Sho,0.05,0.04,0,0.01
2010,PS3,TeKo,Act,0.1,0.03,0.14,0.02
2010,360,TeKo,Act,0.08,0.01,0,0.01
2018,PFour,TeKo,Act,0.07,0.04,0.03,0.02
2018,One,TeKo,Act,0.03,0.02,0,0
2018,PS3,TeKo,Act,0,0,0.03,0
2015,360,KoDiEn,Act,0.07,0.03,0,0.01
2015,PS3,KoDiEn,Act,0.04,0.03,0.01,0.01
1998,PS,SoCoEn,Fig,0.05,0.03,0,0.01
2005,PTwo,Ac,Act,0.15,0.12,0,0.04
2005,XB,Ac,Act,0.1,0.03,0,0
2009,PSP,At,Rol,0.05,0,0,0
2018,PFour,Se,Fig,0,0,0.02,0
2018,PS3,Se,Fig,0,0,0.02,0
2014,360,FiGa,Sho,0.09,0.02,0,0.01
2006,GBA,Ac,Act,0.01,0,0,0
2010,360,MiGa,Sho,0.29,0.23,0,0.06
2010,PS3,MiGa,Sho,0.07,0.01,0,0.01
2001,SAT,NEIn,Str,0,0,0.08,0
2006,XB,TH,Rol,0.03,0.01,0,0
2012,DS,Gr,Rol,0.05,0,0,0
2019,PFour,IdFa,Rol,0,0,0.02,0
2012,PC,DTEn,Adv,0,0.04,0,0.01
2003,PS,PoCa,Mis,0.03,0.02,0,0
1999,PS,ViIn,Sim,0.07,0.05,0,0.01
2009,PTwo,Ca,Act,0,0,0.01,0
2002,PS,St,Spo,0.06,0.04,0,0.01
2014,PSP,Un,Rol,0,0,0.15,0
2008,PC,ElAr,Str,0.01,0.07,0,0.01
2004,PC,ElAr,Str,0,0.04,0,0.01
2006,PTwo,ViGa,Fig,0.08,0.06,0,0.02
2006,GC,ViGa,Fig,0.04,0.01,0,0
2009,PTwo,ElAr,Sho,1.01,0.04,0.03,0.16
2009,XB,ElAr,Sho,0.31,0.09,0,0.01
2014,3DS,RiStGa,Mis,0.09,0.04,0,0.01
2014,Wii,RiStGa,Mis,0.06,0.02,0,0.01
1997,SNES,AnSt,Fig,0,0,0.12,0
1996,SNES,NaBaGa,Fig,0,0,0.27,0
2012,Wii,TaIn,Mis,0.3,0,0,0.02
2015,PS3,KoDiEn,Sim,0.1,0.09,0.02,0.04
2015,360,KoDiEn,Sim,0.11,0.04,0,0.01
2019,PFour,TaIn,Sho,0.05,0.11,0.01,0.03
2019,One,TaIn,Sho,0.03,0.04,0,0.01
2016,360,TaIn,Sho,1.22,0.57,0.02,0.15
2016,PS3,TaIn,Sho,0.72,0.69,0.04,0.31
2016,PC,TaIn,Sho,0.28,0.3,0,0.08
2013,360,TaIn,Sho,1.45,0.55,0.02,0.19
2013,PS3,TaIn,Sho,0.85,0.47,0.02,0.22
,PC,TaIn,Sho,0.02,0.19,0,0.04
2010,360,TaIn,Sho,1.65,0.86,0.05,0.28
2010,PC,TaIn,Sho,0.01,0.39,0,0.02
2011,PS3,TaIn,Sho,0.75,0.49,0.01,0.21
2005,GBA,ElAr,Pla,0.18,0.07,0,0
2009,GC,EiIn,Sho,0.08,0.02,0,0
2009,360,EiIn,Sho,0.05,0.01,0,0.01
2009,DS,EiIn,Sho,0.06,0,0,0
2010,Wii,EiIn,Sho,0.04,0,0,0
2006,PTwo,ElAr,Act,0.21,0.17,0,0.06
2006,GC,ElAr,Act,0.16,0.04,0,0.01
2006,GBA,TH,Act,0.06,0.02,0,0
2006,XB,ElAr,Act,0.05,0.01,0,0
2012,PS3,Ca,Pla,0.12,0.17,0.01,0.07
2012,360,Ca,Pla,0.12,0.12,0.01,0.03
2014,PS3,Ca,Act,0,0,0.18,0
2014,360,Ca,Act,0,0,0.03,0
2001,N64,GTIn,Act,0.11,0.03,0,0
2001,PS,GTIn,Act,0.07,0.05,0,0.01
2017,PSV,IdFa,Adv,0,0,0.01,0
2015,PS3,Se,Act,0.09,0.08,0.14,0.03
2015,360,Se,Act,0.09,0.07,0.02,0.02
2014,Wii,RoCo,Spo,0,0,0.07,0
2010,Wii,Me3D,Rac,0.04,0,0,0
2006,GC,Se,Pla,0.19,0.05,0,0.01
,DS,na,Mis,0,0,0.03,0
2009,PTwo,GaFa,Rac,0.03,0.02,0,0.01
2010,DS,GaFa,Rac,0.03,0,0,0
2011,Wii,ZoDiPu,Rac,0.3,0,0,0.02
2012,DS,ZoDiPu,Rac,0.14,0,0,0.01
2014,Wii,ZoGa,Rac,0.02,0,0,0
2006,PS,GoGa,Spo,0.23,0.16,0,0.03
2008,PTwo,Xp,Rac,0.1,0.07,0,0.03
2008,XB,EmIn,Rac,0.05,0.02,0,0
2005,PTwo,EmIn,Rac,0.41,0.32,0,0.11
2005,XB,EmIn,Rac,0.15,0.04,0,0.01
2006,GC,EmIn,Rac,0.06,0.02,0,0
2008,GBA,ZoDiPu,Rac,0.03,0.01,0,0
2001,N64,Im,Spo,0.02,0.01,0,0
2012,DS,Ac,Spo,0.1,0,0,0.01
2012,Wii,Ac,Spo,0.09,0,0,0.01
2011,Wii,Ac,Spo,0.09,0.01,0,0.01
2014,360,Ac,Spo,0.18,0.02,0,0.01
2009,PTwo,CrEn,Act,0.01,0.01,0,0
2009,GBA,CrEn,Act,0.01,0,0,0
1999,SAT,AS,Mis,0,0,0.03,0
2012,Wii,TH,Mis,0,0.22,0,0.02
2010,Wii,Ni,Mis,1.06,1.93,0.41,0.43
2008,DS,Ni,Mis,1.67,2.78,1.6,0.62
,Wii,TH,Spo,0.09,0.12,0,0.03
2011,Wii,TH,Spo,0.45,1.02,0,0.2
2000,PS,St,Spo,0.2,0.14,0,0.02
2005,PS,TaIn,Act,0,0,0.02,0
2012,DS,SoGa,Sho,0.05,0,0,0
2005,GC,At,Rac,0.04,0.01,0,0
2002,PS,Ac,Spo,0.1,0.07,0,0.01
2007,XB,ZoDiPu,Mis,0.17,0.05,0,0.01
2016,PS3,SoCoEn,Adv,0.52,0.88,0.06,0.34
,3DS,Un,Rol,0,0,0.03,0
1998,PS,SoCoEn,Rol,0.11,0.08,0.35,0.04
1996,GEN,Se,Rol,0,0,0.05,0
2006,PTwo,Ub,Adv,0.16,0.13,0,0.04
2006,XB,Ub,Adv,0.08,0.02,0,0
2006,GC,Ub,Adv,0.06,0.01,0,0
2013,DS,KoDiEn,Act,0.16,0.1,0,0.03
2012,Wii,KoDiEn,Act,0.15,0,0.03,0.01
2012,DS,HuSo,Rol,0.08,0.03,0.14,0.01
2006,GBA,At,Act,0.52,0.19,0,0.01
2005,GC,At,Act,0.16,0.04,0,0.01
2007,GBA,At,Act,0.15,0.05,0,0
2016,3DS,RiStGa,Act,0.02,0.01,0,0
2010,DS,ZoDiPu,Puz,0.03,0,0,0
2011,DS,CoEn,Puz,0.01,0,0,0
2013,DS,Ub,Mis,0.03,0,0,0
1984,2600,At,Sho,0.68,0.04,0,0.01
2010,360,Ub,Act,0.36,0.01,0,0.03
2010,PS3,Ub,Act,0.14,0.01,0,0.01
2010,PSP,Ub,Act,0.08,0,0,0.01
2008,GBA,na,Mis,0.67,0.25,0,0.02
2010,DS,D3,Act,0.69,0.83,0,0.19
2010,Wii,D3,Act,0.55,0.55,0,0.13
2010,PTwo,D3,Act,0.09,0,0,0.74
2010,PSP,D3,Act,0.23,0.31,0,0.18
2011,DS,KoMe,Act,0.65,0.22,0,0.09
2011,Wii,KoMe,Act,0.52,0.21,0,0.07
2011,PSP,KoMe,Act,0.35,0.14,0,0.1
2011,PTwo,KoMe,Act,0.22,0.02,0,0.33
2013,DS,D3,Pla,0.22,0.08,0,0.03
2013,Wii,D3,Pla,0.17,0.1,0,0.02
2013,PS3,D3,Pla,0.12,0.09,0,0.04
2013,PSP,D3,Pla,0.1,0.09,0,0.05
2013,PTwo,D3,Pla,0.13,0.06,0,0.04
2013,360,D3,Pla,0.1,0.06,0,0.02
2014,DS,D3,Mis,0.13,0.12,0,0.03
2016,3DS,NaBaGa,Act,0,0.02,0,0
2016,360,NaBaGa,Act,0,0.01,0,0
2014,DS,D3,Rac,0.1,0.03,0,0.01
2014,3DS,D3,Rac,0.07,0.06,0,0.01
2014,Wii,D3,Rac,0.08,0.03,0,0.01
2014,360,D3,Rac,0.07,0.02,0,0.01
2014,PS3,D3,Rac,0.06,0.02,0,0.01
2015,PSV,D3,Rac,0.02,0.02,0,0.01
2012,Wii,D3,Act,0.25,0.15,0,0.04
2012,DS,D3,Act,0.22,0.16,0,0.04
2012,PSP,D3,Act,0.13,0.19,0,0.11
2012,PTwo,D3,Act,0.11,0.03,0,0.15
2012,360,D3,Act,0.11,0.09,0,0.02
2016,3DS,BiBeIn,Adv,0,0.02,0,0
2011,DS,Co,Mis,0.04,0.03,0,0.01
2011,PC,PoGa,Puz,0.01,0.04,0,0.01
2013,DS,PoGa,Puz,0,0.09,0,0.01
2013,PC,Ma,Puz,0,0.01,0,0
2013,PC,PoGa,Puz,0.02,0.05,0,0.01
,DS,Un,Puz,0.32,0.02,0,0.03
,PS3,Un,Puz,0.13,0,0,0.01
,360,Un,Puz,0.13,0,0,0.01
2009,PC,FoHoIn,Puz,0,0.02,0,0
2011,PS3,Se,Spo,0.14,0.54,0.01,0.18
2011,360,Se,Spo,0.15,0.38,0,0.07
2002,N64,ElAr,Rac,0.4,0.2,0,0.02
2010,DS,Ac,Act,0.41,0,0,0.03
2010,Wii,Ac,Act,0.31,0.01,0,0.03
2010,360,Ac,Act,0.16,0,0,0.01
2010,PTwo,Ac,Act,0.05,0.04,0,0.01
2010,360,NaBaGa,Puz,0.14,0.02,0.15,0.02
2004,PTwo,KoDiEn,Sim,0,0,0.05,0
2003,PTwo,KoDiEn,Sim,0,0,0.05,0
2012,PTwo,KoDiEn,Sim,0,0,0.04,0
